GENERO;RENTA;EDAD;TOTAL_DEUDA;M_MOROSO;MONTO;FUGA
F;77004;42;933923;1;8000000;NO FUGA
F;36729;54;53;1;3800000;NO FUGA
F;204007;41;140740;3;1900000;FUGA
M;324431;43;100611;1;1500000;FUGA
M;2659848;44;432538;2;1500000;FUGA
F;898247;46;197075;1;4200000;FUGA
F;335793;44;68231;3;1500000;NO FUGA
F;1971035;53;10138;1;8000000;NO FUGA
F;1762374;52;2516822;0;8000000;NO FUGA
M;372927;47;1564159;1;2700000;FUGA
F;347287;29;1179728;1;1300000;NO FUGA
M;640127;40;3058260;3;1100000;FUGA
F;116550;54;48588;1;2000000;FUGA
F;237764;32;328891;3;2000000;NO FUGA
F;20996;52;116392;1;5700000;NO FUGA
F;3007619;40;447990;1;600000;NO FUGA
F;193518;41;237616;0;3500000;NO FUGA
M;313557;55;384832;0;1900000;NO FUGA
F;225340;56;266941;1;1700000;NO FUGA
M;484368;51;89632;2;2200000;FUGA
M;471986;64;490648;2;750000;NO FUGA
F;20558;42;1919029;1;600000;NO FUGA
M;272339;48;646097;1;4400000;FUGA
F;34813;32;201304;1;2100000;NO FUGA
F;154366;48;500306;1;1400000;FUGA
M;6353084;44;240325;2;2400000;FUGA
F;5706020;34;634067;1;1400000;NO FUGA
M;608404;48;335814;2;3000000;FUGA
F;343933;50;795966;1;1500000;FUGA
F;230631;24;562204;1;1200000;FUGA
M;45240;45;16353;1;1400000;FUGA
F;297383;49;607275;2;8000000;NO FUGA
F;504668;60;49184;1;3400000;NO FUGA
F;25641;51;144890;0;8000000;NO FUGA
M;3619351;43;1169620;2;1100000;FUGA
M;186796;45;283715;1;1300000;FUGA
M;641450;52;679987;1;1700000;FUGA
F;944847;30;341493;1;500000;NO FUGA
F;5191661;29;579282;1;1000000;NO FUGA
M;12190;41;221134;2;2200000;FUGA
F;442988;46;17340;1;2400000;NO FUGA
F;268926;26;57518;1;1800000;NO FUGA
M;260711;39;43;2;2000000;NO FUGA
F;4234044;37;594672;1;2200000;NO FUGA
M;3444834;41;1872347;1;1400000;FUGA
M;160163;52;224097;1;4600000;FUGA
M;27615;38;24819;0;4000000;NO FUGA
M;523453;41;1086117;0;4000000;NO FUGA
M;909300;53;357050;1;8000000;FUGA
M;55955;45;718745;1;2400000;FUGA
M;2555213;42;21855;1;6300000;FUGA
M;7035780;44;403070;1;2300000;FUGA
M;32426;46;2508209;1;8000000;FUGA
M;54706;47;742130;3;8000000;FUGA
F;102666;40;537046;2;2000000;FUGA
F;843233;51;480787;1;3500000;NO FUGA
M;302295;48;494228;1;1500000;FUGA
M;3522774;44;72073;1;2100000;FUGA
M;19623;44;499243;1;2000000;FUGA
M;1243901;48;357572;1;8000000;FUGA
M;155986;40;149336;2;7700000;FUGA
F;262546;46;20255;0;5200000;NO FUGA
F;1223285;64;419579;1;8000000;NO FUGA
M;196487;45;1743518;2;900000;FUGA
M;52502;46;531707;1;3100000;FUGA
M;336404;43;110235;1;2900000;FUGA
F;227410;60;9;1;2100000;NO FUGA
M;172446;46;278;0;2000000;NO FUGA
M;88834;49;1953353;3;2900000;FUGA
M;153227;52;235710;1;1900000;FUGA
M;1483169;36;1229777;0;8000000;NO FUGA
M;648473;38;415042;1;5800000;NO FUGA
M;67481;48;237778;1;900000;FUGA
M;1408938;51;355923;1;8000000;FUGA
M;82833;54;559230;2;600000;FUGA
M;173616;35;371558;0;2100000;NO FUGA
M;72460;40;5274153;1;8000000;FUGA
F;1077345;31;355476;0;4500000;NO FUGA
M;116860;52;4497534;1;1400000;NO FUGA
F;3415100;33;1525802;1;2400000;NO FUGA
M;3746362;45;357470;2;2900000;FUGA
F;1869667;52;277392;1;8000000;NO FUGA
M;856323;39;36697;1;5100000;NO FUGA
M;319263;47;205927;1;2800000;FUGA
F;247023;45;263620;1;1600000;FUGA
M;350887;38;270200;1;3500000;NO FUGA
F;2468092;38;2808187;1;5600000;NO FUGA
M;360197;37;91867;2;2400000;NO FUGA
F;1489155;39;506538;3;7200000;NO FUGA
M;1053556;44;49650;1;2200000;FUGA
F;297597;45;194553;2;1500000;FUGA
F;289235;42;211452;1;1600000;FUGA
F;45495;41;171549;1;4700000;NO FUGA
F;349862;43;0;0;2200000;NO FUGA
M;313957;55;82;1;6500000;NO FUGA
F;3107426;30;176375;0;4400000;NO FUGA
F;264913;44;191637;1;3000000;NO FUGA
F;19657;53;1848932;1;500000;NO FUGA
M;300552;37;529556;1;5900000;NO FUGA
F;367123;49;73906;0;1400000;NO FUGA
F;57553;32;30873;2;1300000;NO FUGA
F;32589;61;372157;3;550000;NO FUGA
F;85633;55;339575;1;4500000;FUGA
M;404638;51;278687;1;3500000;NO FUGA
F;50253;34;1061810;1;1500000;NO FUGA
F;599826;26;68293;2;1600000;FUGA
M;388664;46;2121517;2;1600000;FUGA
F;544484;50;707993;3;3800000;FUGA
M;590533;47;609315;3;5100000;FUGA
M;224652;46;10809;1;2300000;NO FUGA
M;862326;40;1839626;2;1500000;FUGA
F;421974;51;226531;2;8000000;NO FUGA
M;18220;40;81257;2;5100000;FUGA
M;737822;52;9456;2;3600000;FUGA
F;14253;39;571751;1;1200000;NO FUGA
M;7712334;42;36300;1;1900000;FUGA
M;780362;44;633796;1;4100000;FUGA
F;20782;61;76418;1;8000000;NO FUGA
F;397420;34;1358575;1;3500000;NO FUGA
M;558129;48;9581;1;4800000;FUGA
F;59793;25;59906;1;2600000;FUGA
M;1487077;43;699962;1;8000000;NO FUGA
F;657187;51;11087237;1;8000000;NO FUGA
F;10046;35;455369;1;2400000;NO FUGA
M;180916;49;45218;1;2200000;FUGA
M;331514;45;169453;1;3800000;FUGA
M;69387;40;381738;1;2400000;FUGA
M;1089049;53;339587;1;5300000;FUGA
M;3470968;44;357240;1;1900000;FUGA
M;13346;44;1357392;1;5600000;FUGA
F;11397;62;204888;0;1500000;NO FUGA
M;446648;49;411551;1;1000000;FUGA
F;18120;45;563325;1;1300000;NO FUGA
F;15017;45;1096432;1;700000;NO FUGA
F;2375673;56;2272658;1;8000000;NO FUGA
M;73810;43;570609;2;1500000;FUGA
M;345202;38;101008;1;1600000;NO FUGA
F;2491520;40;308217;1;3600000;NO FUGA
M;213761;38;230320;0;2200000;NO FUGA
F;401148;45;985;1;1800000;FUGA
M;2674979;44;1083764;2;2000000;FUGA
M;8098;55;132085;1;3900000;FUGA
M;227368;40;200674;1;1600000;FUGA
M;1415267;51;750795;3;6400000;FUGA
M;6948519;32;1086505;1;2600000;FUGA
F;44075;48;196;1;1500000;NO FUGA
M;1023558;44;6261525;2;2900000;FUGA
M;25232;62;353580;1;1100000;NO FUGA
F;177905;36;493155;1;1400000;NO FUGA
F;42107;45;148770;1;750000;NO FUGA
M;1610232;42;634051;1;7000000;FUGA
F;201090;58;57406;1;6500000;NO FUGA
M;1019226;40;607337;2;2400000;FUGA
M;186055;37;21418;1;5000000;NO FUGA
F;23956;41;210536;0;8000000;NO FUGA
M;432981;37;464594;3;2300000;NO FUGA
M;316415;50;195167;1;2200000;FUGA
F;2888829;34;7;0;2700000;NO FUGA
F;529553;45;600938;1;1900000;FUGA
F;1471243;29;1307498;0;5400000;NO FUGA
M;425135;43;443153;1;2900000;FUGA
F;559366;40;378173;1;2600000;NO FUGA
F;796163;41;1102937;1;3200000;NO FUGA
F;62163;53;37890;1;4100000;FUGA
M;405315;38;34498;1;1800000;NO FUGA
M;550636;53;934897;1;2900000;FUGA
M;188874;47;214059;1;1700000;FUGA
M;247499;40;449342;1;5100000;FUGA
M;232619;50;68734;1;2600000;FUGA
F;799431;51;300336;1;4000000;NO FUGA
M;21014;35;448056;1;1900000;NO FUGA
F;26057;38;9;0;3800000;NO FUGA
M;81033;43;126954;2;4500000;FUGA
M;89174;40;546981;2;1200000;NO FUGA
F;776601;52;11366;1;8000000;NO FUGA
F;7114907;34;361120;0;1400000;NO FUGA
M;198319;28;217121;1;1200000;FUGA
M;1455104;50;410295;1;7900000;NO FUGA
M;605736;41;1;0;5000000;NO FUGA
M;1388479;50;196619;1;7000000;FUGA
M;372219;49;185216;1;1600000;FUGA
M;1652456;43;17709;2;3000000;FUGA
M;765344;40;534702;1;4200000;NO FUGA
M;424142;39;1254612;2;5000000;NO FUGA
M;50085;47;103375;2;5000000;FUGA
M;336471;52;1331036;1;1800000;FUGA
F;866405;44;759980;3;5200000;NO FUGA
M;432365;47;1991952;3;7800000;FUGA
M;1499161;54;1663168;2;3700000;FUGA
M;302809;41;444388;1;2400000;FUGA
M;182941;48;578071;1;500000;FUGA
F;352453;32;236276;1;2100000;NO FUGA
M;422553;53;343;1;2400000;NO FUGA
M;68313;26;30;1;5900000;NO FUGA
F;31260;46;1051482;1;2600000;NO FUGA
M;277887;29;154101;0;1600000;NO FUGA
M;823135;38;516356;3;6000000;NO FUGA
F;58944;46;128215;1;2300000;NO FUGA
M;31110;46;348936;1;8000000;FUGA
F;210567;29;478171;1;1900000;NO FUGA
F;368128;50;0;0;5000000;NO FUGA
F;4238245;53;3538952;1;8000000;NO FUGA
M;346019;45;203933;1;2700000;FUGA
F;5349;41;69657;1;2500000;NO FUGA
F;33691;41;219372;1;1300000;NO FUGA
M;419728;33;921753;2;1300000;NO FUGA
F;272754;29;434479;1;1900000;NO FUGA
M;1060563;50;969893;1;8000000;FUGA
M;4260843;42;586518;1;1200000;FUGA
F;181414;45;232747;1;2500000;FUGA
M;11361;40;200;1;4000000;FUGA
F;165431;54;282974;1;3800000;FUGA
M;169846;41;348421;1;1500000;FUGA
M;527832;42;26746;0;2700000;NO FUGA
F;8067;44;31555;0;7500000;NO FUGA
F;219079;53;392433;1;1900000;FUGA
M;302295;49;485344;2;1500000;FUGA
M;273617;53;528090;2;1700000;FUGA
M;32828;50;74176;1;2600000;FUGA
F;46625;44;2471595;1;7800000;NO FUGA
M;114157;47;5023025;3;3000000;FUGA
M;2943645;42;3016086;1;3200000;FUGA
F;32910;38;488663;1;5100000;NO FUGA
M;1040669;42;1068831;0;8000000;NO FUGA
M;533635;44;1230981;2;1700000;FUGA
F;6632201;30;425527;1;1900000;NO FUGA
F;94292;48;239552;1;3700000;FUGA
M;445483;43;1063;1;1500000;FUGA
F;537623;48;417600;2;750000;FUGA
M;553688;48;1158321;1;2400000;FUGA
F;266544;37;554896;0;3200000;NO FUGA
M;1209750;49;59814;3;6200000;FUGA
M;307167;41;455614;1;2800000;FUGA
M;182547;52;1780012;1;7300000;FUGA
F;13862;60;456279;1;1000000;NO FUGA
F;17172;49;3816;1;1300000;NO FUGA
M;191945;45;196684;1;1800000;FUGA
M;1274375;41;878643;1;1500000;FUGA
M;296475;52;351351;2;2000000;FUGA
M;512198;37;18961;1;5000000;NO FUGA
M;2483;40;540319;1;3400000;FUGA
M;401905;40;110658;1;8000000;FUGA
M;3152;47;1961417;2;1600000;FUGA
F;36072;50;0;0;2400000;NO FUGA
F;62126;53;671343;1;1600000;NO FUGA
M;251277;38;589131;1;6700000;NO FUGA
M;1009284;44;606434;1;6400000;NO FUGA
M;180423;30;261929;3;1200000;NO FUGA
F;4263445;37;558746;1;8000000;NO FUGA
M;259565;46;14677;2;2700000;FUGA
M;4190458;35;523814;1;1600000;FUGA
F;243686;45;140679;0;2300000;NO FUGA
F;7024;41;382;1;900000;NO FUGA
M;1817021;40;553287;1;3600000;FUGA
M;2802729;44;907513;1;8000000;NO FUGA
F;821164;46;26588;1;4500000;FUGA
M;4487760;41;985636;1;3000000;FUGA
M;31983;48;1570429;2;3300000;FUGA
M;35946;46;164758;1;5400000;FUGA
M;1123705;30;253497;3;3200000;NO FUGA
M;624324;44;738215;1;3000000;NO FUGA
M;1256039;48;515062;1;6200000;FUGA
F;70772;44;347250;1;7400000;NO FUGA
F;134950;46;480155;0;2800000;NO FUGA
F;1037129;53;5050674;1;6900000;NO FUGA
M;116645;39;70050;2;1500000;NO FUGA
M;37858;45;30782;1;1900000;FUGA
F;329154;31;204963;1;1800000;NO FUGA
F;7679;48;1925096;1;6300000;NO FUGA
F;411775;27;112424;1;2000000;NO FUGA
F;38304;31;179488;1;1600000;NO FUGA
M;11143;44;430701;1;1400000;FUGA
M;550403;40;175607;1;2600000;NO FUGA
F;913709;52;328863;3;2100000;FUGA
F;718481;36;367865;0;4200000;NO FUGA
M;434938;48;629;1;4100000;FUGA
M;860299;45;1180445;3;1000000;FUGA
M;42966;44;325898;1;1400000;FUGA
M;1004261;53;1035631;1;7500000;FUGA
M;19078;34;261470;3;500000;NO FUGA
F;292643;55;357233;1;2600000;NO FUGA
F;1656954;42;789011;0;8000000;NO FUGA
M;791032;46;1443716;2;2500000;FUGA
M;657448;33;137044;1;2200000;NO FUGA
M;1226521;44;100872;1;1700000;FUGA
F;2366007;34;600501;1;1500000;NO FUGA
M;7542;51;2347997;1;3700000;FUGA
F;207842;27;115910;1;2000000;NO FUGA
F;66207;47;1568141;1;2100000;NO FUGA
M;124410;31;1501906;1;2100000;NO FUGA
M;519301;43;319318;1;5700000;FUGA
M;136344;31;1097748;2;800000;NO FUGA
M;18673;48;1424227;2;1200000;FUGA
M;164237;33;2462;1;900000;NO FUGA
M;185945;35;246106;0;4900000;NO FUGA
F;420183;49;1752730;1;650000;FUGA
F;57600;56;123047;0;2200000;NO FUGA
F;6374643;33;1076792;1;8000000;NO FUGA
M;614269;52;85791;1;4900000;NO FUGA
M;669543;56;1384150;2;8000000;NO FUGA
F;1919636;59;990836;1;8000000;NO FUGA
M;364253;34;144056;1;1800000;NO FUGA
F;277287;54;3911;0;8000000;NO FUGA
M;417447;50;167084;1;2000000;FUGA
M;78452;27;264278;1;1500000;NO FUGA
M;326986;29;61068;2;1400000;FUGA
M;53533;38;2160708;2;2100000;FUGA
M;438453;52;368170;2;1900000;NO FUGA
M;478539;49;466756;1;3600000;FUGA
F;866837;48;159791;1;4400000;NO FUGA
M;148972;51;3380197;2;4600000;FUGA
M;251903;36;318486;2;4200000;NO FUGA
M;789407;42;1412048;2;2800000;FUGA
M;991745;32;298220;3;3900000;FUGA
M;569293;53;136166;1;2400000;FUGA
M;972106;50;255241;2;4000000;FUGA
M;41644;45;624021;1;1800000;FUGA
M;2174340;47;35033;1;8000000;FUGA
F;479698;45;171593;1;2000000;FUGA
M;200515;28;352238;2;8000000;NO FUGA
M;498873;38;1460903;2;3700000;NO FUGA
M;815428;41;919139;0;4000000;NO FUGA
M;373281;29;209243;2;1000000;NO FUGA
M;5412763;43;205541;3;900000;FUGA
M;653079;34;579978;2;4600000;NO FUGA
M;113780;53;492953;2;3300000;FUGA
M;613835;34;2059719;3;650000;NO FUGA
M;4638;41;126354;1;3400000;FUGA
M;1619619;38;1027128;1;8000000;NO FUGA
M;974780;41;250981;1;4600000;FUGA
M;121920;44;661982;2;1100000;FUGA
F;996236;28;209010;1;4900000;NO FUGA
M;49729;49;214224;3;3100000;FUGA
F;62871;60;188018;0;2200000;NO FUGA
F;20795;41;22375;1;5600000;NO FUGA
F;496623;53;156443;1;4000000;NO FUGA
M;1171660;50;226550;1;5500000;FUGA
M;150365;53;1754;1;6800000;FUGA
M;466375;53;129345;1;2400000;FUGA
M;573868;41;732776;1;1800000;NO FUGA
M;610687;41;2624510;1;8000000;FUGA
F;394348;47;29458;3;1800000;FUGA
M;189840;30;223784;1;3700000;NO FUGA
M;674353;28;108937;1;4200000;NO FUGA
F;426359;55;513303;1;1300000;FUGA
M;1055857;53;911168;3;1300000;FUGA
M;681630;51;2632685;2;1200000;FUGA
F;2995210;38;37961;1;1400000;NO FUGA
F;71338;47;1857;1;4200000;NO FUGA
M;98439;52;773299;1;3100000;FUGA
M;1111087;34;540427;1;8000000;NO FUGA
F;723334;49;323399;1;3300000;FUGA
M;422674;49;1252608;2;1500000;FUGA
M;653274;53;504971;1;4400000;FUGA
M;13699;40;11018;1;4900000;FUGA
M;203641;41;14650;1;5400000;FUGA
M;214539;38;771062;2;8000000;NO FUGA
F;282617;27;334932;0;1400000;NO FUGA
M;549904;45;93340;1;3600000;FUGA
F;547028;47;17560;1;2100000;FUGA
M;53146;54;670842;2;1400000;FUGA
F;156568;61;699386;1;900000;NO FUGA
F;65801;46;3638561;3;2200000;FUGA
F;238920;40;113108;1;2600000;NO FUGA
M;462529;53;578179;2;6400000;FUGA
M;920031;48;1791515;2;1200000;FUGA
M;143139;50;962217;2;3300000;FUGA
F;1821830;42;1513894;2;8000000;NO FUGA
M;1874624;51;82945;0;8000000;NO FUGA
M;280917;41;1895825;2;6200000;FUGA
F;1422555;43;9541;1;8000000;NO FUGA
M;312747;53;4930105;1;7500000;FUGA
M;1223979;38;96105;2;8000000;NO FUGA
M;344044;39;93341;1;2500000;NO FUGA
F;6881;50;526356;1;2200000;NO FUGA
F;230144;42;1311856;0;2500000;NO FUGA
F;1790030;56;3502651;1;8000000;NO FUGA
M;499746;44;1311808;1;1500000;FUGA
F;412310;47;553830;2;500000;FUGA
M;148912;50;635057;2;4000000;FUGA
M;208925;46;1167577;2;550000;FUGA
F;1115255;52;400605;1;7500000;NO FUGA
M;6367994;40;28794;1;2200000;FUGA
F;403286;37;26954;0;1700000;NO FUGA
M;563445;29;98735;1;5000000;NO FUGA
M;368208;48;990250;1;900000;FUGA
M;75003;29;98856;2;3700000;NO FUGA
F;2652;50;115421;1;2000000;NO FUGA
F;255311;46;297665;2;2300000;FUGA
M;527331;47;262403;1;2100000;FUGA
M;719491;38;250528;2;1200000;NO FUGA
F;440129;38;116158;1;4000000;NO FUGA
M;250328;38;166904;3;1800000;NO FUGA
M;183362;47;1470504;1;3400000;NO FUGA
M;89059;45;255700;1;4100000;FUGA
M;36386;46;1216650;2;2100000;FUGA
M;104205;47;701321;3;750000;FUGA
F;205613;26;317182;1;1200000;NO FUGA
F;557764;41;1546891;3;2600000;FUGA
M;331895;37;1935875;1;4500000;NO FUGA
F;8454317;40;20889;1;1600000;NO FUGA
F;205041;43;650993;3;1100000;NO FUGA
M;70335;54;1270582;1;1800000;FUGA
M;725881;51;730901;1;4200000;FUGA
M;4034859;42;665746;2;4600000;FUGA
M;47099;49;681543;1;2100000;FUGA

